hospital,lat,long,year,hour,patients,wait_time,department,doctor_name,available,leave_status,floor,room,beds_available
Green Valley Hospital,28.7,77.3,2022,0,44,23,Orthopedic,Dr Patel,Yes,No,2,250,4
Metro Hospital,28.65,77.25,2023,1,11,8,Orthopedic,Dr Verma,Yes,No,2,273,6
City Hospital,28.61,77.2,2024,7,39,19,Cardiology,Dr Kim,Yes,No,3,365,6
City Hospital,28.61,77.2,2023,16,47,45,Orthopedic,Dr Patel,No,Yes,2,238,5
Metro Hospital,28.65,77.25,2024,18,131,96,Emergency,Dr Khan,Yes,No,0,11,0
City Hospital,28.61,77.2,2023,6,16,15,X-ray,Dr Ray,Yes,No,4,484,7
City Hospital,28.61,77.2,2022,2,11,10,Orthopedic,Dr Patel,Yes,No,2,299,7
Green Valley Hospital,28.7,77.3,2023,7,46,31,Orthopedic,Dr Patel,Yes,No,2,253,6
Green Valley Hospital,28.7,77.3,2024,2,6,6,Orthopedic,Dr Patel,Yes,No,2,227,9
Metro Hospital,28.65,77.25,2023,21,73,81,Cardiology,Dr Kim,No,Yes,3,384,2
Metro Hospital,28.65,77.25,2022,4,37,24,Emergency,Dr Khan,Yes,No,0,76,5
Green Valley Hospital,28.7,77.3,2024,18,61,45,X-ray,Dr Ray,Yes,No,4,441,4
Green Valley Hospital,28.7,77.3,2023,2,10,9,Orthopedic,Dr Sharma,Yes,No,2,220,8
Green Valley Hospital,28.7,77.3,2023,19,74,51,X-ray,Dr Das,Yes,No,4,440,3
City Hospital,28.61,77.2,2022,12,52,30,X-ray,Dr Das,Yes,No,4,471,5
City Hospital,28.61,77.2,2023,12,62,70,Dental,Dr Singh,No,Yes,1,155,3
Metro Hospital,28.65,77.25,2023,21,138,100,Emergency,Dr Khan,Yes,No,0,45,0
Green Valley Hospital,28.7,77.3,2023,2,13,33,X-ray,Dr Ray,No,Yes,4,453,7
City Hospital,28.61,77.2,2024,5,6,30,Orthopedic,Dr Verma,No,Yes,2,260,10
City Hospital,28.61,77.2,2024,20,92,84,Cardiology,Dr Kim,No,Yes,3,347,0
City Hospital,28.61,77.2,2022,13,67,41,Cardiology,Dr Gupta,Yes,No,3,339,2
City Hospital,28.61,77.2,2024,4,9,6,Cardiology,Dr Kim,Yes,No,3,357,6
Green Valley Hospital,28.7,77.3,2022,20,71,63,X-ray,Dr Das,No,Yes,4,469,3
City Hospital,28.61,77.2,2024,19,171,74,Emergency,Dr Smith,Yes,No,0,39,0
City Hospital,28.61,77.2,2022,17,29,19,X-ray,Dr Ray,Yes,No,4,441,7
Metro Hospital,28.65,77.25,2024,17,105,55,Emergency,Dr Smith,Yes,No,0,68,0
City Hospital,28.61,77.2,2022,5,0,0,Dental,Dr Ali,No,Yes,1,188,8
Metro Hospital,28.65,77.25,2023,10,50,37,X-ray,Dr Das,Yes,No,4,411,6
Green Valley Hospital,28.7,77.3,2024,17,24,21,X-ray,Dr Ray,Yes,No,4,455,4
Green Valley Hospital,28.7,77.3,2024,17,38,28,Dental,Dr Wong,Yes,No,1,134,6
City Hospital,28.61,77.2,2023,1,29,17,Emergency,Dr Khan,Yes,No,0,89,3
City Hospital,28.61,77.2,2023,7,1,2,Dental,Dr Singh,Yes,No,1,121,6
Metro Hospital,28.65,77.25,2022,6,2,2,Cardiology,Dr Wright,Yes,No,3,359,7
Green Valley Hospital,28.7,77.3,2022,6,29,20,Emergency,Dr Doe,Yes,No,0,80,4
City Hospital,28.61,77.2,2022,9,54,36,Emergency,Dr Allen,Yes,No,0,57,4
Metro Hospital,28.65,77.25,2024,0,0,0,Dental,Dr Singh,Yes,No,1,124,8
Metro Hospital,28.65,77.25,2022,15,40,30,X-ray,Dr Ray,Yes,No,4,448,6
Metro Hospital,28.65,77.25,2022,2,2,5,Dental,Dr Singh,Yes,No,1,156,10
City Hospital,28.61,77.2,2022,13,74,36,Dental,Dr Singh,Yes,No,1,130,3
Green Valley Hospital,28.7,77.3,2024,11,76,67,Cardiology,Dr Kim,No,Yes,3,333,4
Metro Hospital,28.65,77.25,2022,2,8,6,Orthopedic,Dr Patel,Yes,No,2,240,10
City Hospital,28.61,77.2,2024,16,46,26,X-ray,Dr Das,Yes,No,4,498,4
Green Valley Hospital,28.7,77.3,2022,1,0,0,Dental,Dr Wong,Yes,No,1,147,6
Green Valley Hospital,28.7,77.3,2022,17,45,48,Cardiology,Dr Gupta,No,Yes,3,396,4
City Hospital,28.61,77.2,2024,19,187,117,Emergency,Dr Smith,Yes,No,0,96,0
Metro Hospital,28.65,77.25,2023,21,157,98,Emergency,Dr Allen,Yes,No,0,90,0
City Hospital,28.61,77.2,2023,7,32,24,Orthopedic,Dr Reddy,Yes,No,2,265,5
Metro Hospital,28.65,77.25,2023,0,31,21,Cardiology,Dr Wright,Yes,No,3,345,6
Metro Hospital,28.65,77.25,2023,17,63,32,Emergency,Dr Doe,Yes,No,0,92,3
Green Valley Hospital,28.7,77.3,2024,21,68,36,X-ray,Dr Ray,Yes,No,4,497,2
Metro Hospital,28.65,77.25,2024,0,72,30,Emergency,Dr Khan,Yes,No,0,17,5
Green Valley Hospital,28.7,77.3,2024,19,94,93,Orthopedic,Dr Verma,No,Yes,2,250,1
City Hospital,28.61,77.2,2023,16,48,27,Dental,Dr Singh,Yes,No,1,183,3
Metro Hospital,28.65,77.25,2023,12,136,91,Emergency,Dr Smith,Yes,No,0,36,0
Green Valley Hospital,28.7,77.3,2022,18,75,39,Cardiology,Dr Lee,Yes,No,3,390,4
Metro Hospital,28.65,77.25,2022,7,100,67,Emergency,Dr Doe,No,Yes,0,15,1
City Hospital,28.61,77.2,2024,7,28,20,Cardiology,Dr Kim,Yes,No,3,386,6
Green Valley Hospital,28.7,77.3,2024,1,3,2,Cardiology,Dr Kim,Yes,No,3,399,5
City Hospital,28.61,77.2,2023,3,11,7,X-ray,Dr Ray,Yes,No,4,439,7
City Hospital,28.61,77.2,2024,6,1,4,Dental,Dr Wong,Yes,No,1,186,9
Green Valley Hospital,28.7,77.3,2023,0,36,17,X-ray,Dr Das,Yes,No,4,489,4
City Hospital,28.61,77.2,2022,14,64,48,X-ray,Dr Das,Yes,No,4,472,4
Metro Hospital,28.65,77.25,2022,6,44,53,Emergency,Dr Smith,No,Yes,0,59,6
Metro Hospital,28.65,77.25,2022,11,70,47,Orthopedic,Dr Verma,Yes,No,2,225,4
Green Valley Hospital,28.7,77.3,2022,18,101,42,Cardiology,Dr Kim,Yes,No,3,343,0
City Hospital,28.61,77.2,2022,6,11,47,Orthopedic,Dr Reddy,No,Yes,2,239,7
Green Valley Hospital,28.7,77.3,2022,1,0,0,Dental,Dr Ali,Yes,No,1,191,5
Metro Hospital,28.65,77.25,2024,19,89,56,Cardiology,Dr Kim,Yes,No,3,331,2
Metro Hospital,28.65,77.25,2024,0,2,3,Dental,Dr Singh,Yes,No,1,144,9
Green Valley Hospital,28.7,77.3,2024,8,26,15,Orthopedic,Dr Verma,Yes,No,2,296,6
Green Valley Hospital,28.7,77.3,2024,23,45,55,Cardiology,Dr Wright,No,Yes,3,362,5
City Hospital,28.61,77.2,2022,14,79,52,Dental,Dr Wong,Yes,No,1,126,1
Metro Hospital,28.65,77.25,2024,22,51,21,Orthopedic,Dr Patel,Yes,No,2,262,4
Metro Hospital,28.65,77.25,2022,7,1,3,Dental,Dr Singh,Yes,No,1,116,7
Metro Hospital,28.65,77.25,2023,12,79,33,Cardiology,Dr Wright,Yes,No,3,345,3
Metro Hospital,28.65,77.25,2023,8,53,49,Orthopedic,Dr Verma,No,Yes,2,246,5
Green Valley Hospital,28.7,77.3,2024,17,65,30,Emergency,Dr Doe,Yes,No,0,77,5
Metro Hospital,28.65,77.25,2023,12,65,41,X-ray,Dr Ray,Yes,No,4,447,5
Green Valley Hospital,28.7,77.3,2022,14,60,30,Dental,Dr Ali,Yes,No,1,112,5
City Hospital,28.61,77.2,2022,11,78,47,Orthopedic,Dr Sharma,Yes,No,2,220,2
City Hospital,28.61,77.2,2024,19,142,97,Emergency,Dr Doe,Yes,No,0,63,0
City Hospital,28.61,77.2,2022,5,10,7,Cardiology,Dr Wright,Yes,No,3,383,7
Green Valley Hospital,28.7,77.3,2024,22,36,21,X-ray,Dr Ray,Yes,No,4,471,5
City Hospital,28.61,77.2,2022,22,51,26,Cardiology,Dr Gupta,Yes,No,3,396,3
Metro Hospital,28.65,77.25,2024,7,26,19,Cardiology,Dr Gupta,Yes,No,3,310,5
City Hospital,28.61,77.2,2024,6,1,2,Dental,Dr Ali,Yes,No,1,193,5
City Hospital,28.61,77.2,2024,14,60,45,Cardiology,Dr Kim,Yes,No,3,340,4
City Hospital,28.61,77.2,2022,7,73,75,Emergency,Dr Allen,No,Yes,0,15,2
Green Valley Hospital,28.7,77.3,2022,8,46,33,X-ray,Dr Das,Yes,No,4,413,5
City Hospital,28.61,77.2,2022,1,45,23,Emergency,Dr Allen,Yes,No,0,78,5
Green Valley Hospital,28.7,77.3,2023,4,22,43,Emergency,Dr Khan,No,Yes,0,88,4
Green Valley Hospital,28.7,77.3,2024,15,45,30,Cardiology,Dr Wright,Yes,No,3,373,5
Green Valley Hospital,28.7,77.3,2022,6,41,67,Emergency,Dr Doe,No,Yes,0,46,5
City Hospital,28.61,77.2,2024,2,14,10,X-ray,Dr Ray,Yes,No,4,476,9
Metro Hospital,28.65,77.25,2022,16,40,21,Dental,Dr Ali,Yes,No,1,185,7
Metro Hospital,28.65,77.25,2023,22,35,19,Orthopedic,Dr Patel,Yes,No,2,211,5
City Hospital,28.61,77.2,2022,21,60,31,X-ray,Dr Ray,Yes,No,4,493,4
Green Valley Hospital,28.7,77.3,2023,15,67,37,Emergency,Dr Allen,Yes,No,0,91,1
City Hospital,28.61,77.2,2022,1,2,5,Orthopedic,Dr Sharma,Yes,No,2,282,6
City Hospital,28.61,77.2,2024,17,41,30,X-ray,Dr Das,Yes,No,4,442,6
Green Valley Hospital,28.7,77.3,2022,20,77,43,Orthopedic,Dr Sharma,Yes,No,2,242,2
Green Valley Hospital,28.7,77.3,2023,13,161,89,Emergency,Dr Allen,Yes,No,0,91,0
City Hospital,28.61,77.2,2023,14,82,52,Cardiology,Dr Wright,Yes,No,3,346,2
Metro Hospital,28.65,77.25,2022,15,39,31,Cardiology,Dr Gupta,Yes,No,3,356,4
Green Valley Hospital,28.7,77.3,2024,9,43,19,Cardiology,Dr Gupta,Yes,No,3,358,5
Green Valley Hospital,28.7,77.3,2022,11,64,48,Dental,Dr Singh,Yes,No,1,189,2
Green Valley Hospital,28.7,77.3,2023,13,91,70,Cardiology,Dr Kim,No,Yes,3,396,2
Metro Hospital,28.65,77.25,2024,13,71,46,Dental,Dr Ali,Yes,No,1,154,2
Metro Hospital,28.65,77.25,2024,17,101,68,Emergency,Dr Doe,Yes,No,0,80,0
City Hospital,28.61,77.2,2022,5,8,5,Cardiology,Dr Wright,Yes,No,3,314,6
City Hospital,28.61,77.2,2022,18,70,52,Orthopedic,Dr Sharma,Yes,No,2,286,4
Metro Hospital,28.65,77.25,2023,23,50,37,Orthopedic,Dr Sharma,Yes,No,2,231,5
City Hospital,28.61,77.2,2023,13,94,60,Dental,Dr Singh,Yes,No,1,125,0
Green Valley Hospital,28.7,77.3,2022,2,14,6,X-ray,Dr Das,Yes,No,4,444,7
City Hospital,28.61,77.2,2023,11,81,38,Orthopedic,Dr Reddy,Yes,No,2,258,2
Green Valley Hospital,28.7,77.3,2023,11,164,82,Emergency,Dr Allen,Yes,No,0,92,0
Green Valley Hospital,28.7,77.3,2023,12,83,43,Cardiology,Dr Wright,Yes,No,3,336,2
Green Valley Hospital,28.7,77.3,2024,22,0,0,Dental,Dr Ali,No,Yes,1,133,9
Metro Hospital,28.65,77.25,2024,6,1,1,Dental,Dr Wong,Yes,No,1,126,7
Green Valley Hospital,28.7,77.3,2022,22,35,54,Orthopedic,Dr Reddy,No,Yes,2,288,5
City Hospital,28.61,77.2,2024,6,12,9,X-ray,Dr Ray,Yes,No,4,492,6
Green Valley Hospital,28.7,77.3,2023,12,90,59,Orthopedic,Dr Verma,Yes,No,2,251,2
Metro Hospital,28.65,77.25,2024,5,40,31,Emergency,Dr Allen,Yes,No,0,28,5
City Hospital,28.61,77.2,2024,16,33,19,Orthopedic,Dr Patel,Yes,No,2,292,6
Metro Hospital,28.65,77.25,2022,19,95,61,Orthopedic,Dr Reddy,Yes,No,2,225,0
City Hospital,28.61,77.2,2023,20,143,98,Emergency,Dr Khan,Yes,No,0,66,0
City Hospital,28.61,77.2,2024,6,32,20,Emergency,Dr Khan,Yes,No,0,20,5
Green Valley Hospital,28.7,77.3,2024,20,61,61,X-ray,Dr Ray,No,Yes,4,446,5
City Hospital,28.61,77.2,2023,20,76,42,Dental,Dr Singh,Yes,No,1,146,2
Metro Hospital,28.65,77.25,2023,22,3,27,Dental,Dr Singh,No,Yes,1,147,6
Metro Hospital,28.65,77.25,2024,22,73,39,Emergency,Dr Doe,Yes,No,0,58,2
City Hospital,28.61,77.2,2022,7,70,42,Emergency,Dr Allen,Yes,No,0,14,2
City Hospital,28.61,77.2,2024,23,88,57,Emergency,Dr Allen,Yes,No,0,47,1
City Hospital,28.61,77.2,2022,15,25,16,Cardiology,Dr Lee,Yes,No,3,399,9
Green Valley Hospital,28.7,77.3,2023,4,3,5,Cardiology,Dr Lee,Yes,No,3,318,9
Green Valley Hospital,28.7,77.3,2022,14,89,73,Dental,Dr Wong,No,Yes,1,113,1
City Hospital,28.61,77.2,2024,13,91,63,Dental,Dr Wong,Yes,No,1,139,2
City Hospital,28.61,77.2,2024,16,42,59,Dental,Dr Singh,No,Yes,1,188,6
Metro Hospital,28.65,77.25,2023,7,63,65,Emergency,Dr Doe,No,Yes,0,69,3
Green Valley Hospital,28.7,77.3,2024,19,101,67,Dental,Dr Ali,Yes,No,1,152,1
Green Valley Hospital,28.7,77.3,2023,16,95,45,Emergency,Dr Smith,Yes,No,0,34,2
Green Valley Hospital,28.7,77.3,2023,5,11,8,Cardiology,Dr Wright,Yes,No,3,359,8
Green Valley Hospital,28.7,77.3,2023,6,19,15,X-ray,Dr Das,Yes,No,4,464,9
City Hospital,28.61,77.2,2023,13,84,38,Cardiology,Dr Kim,Yes,No,3,383,3
City Hospital,28.61,77.2,2022,19,68,44,X-ray,Dr Ray,Yes,No,4,456,5
Metro Hospital,28.65,77.25,2023,21,96,54,Orthopedic,Dr Patel,Yes,No,2,258,0
Green Valley Hospital,28.7,77.3,2024,18,62,38,X-ray,Dr Das,Yes,No,4,426,2
Green Valley Hospital,28.7,77.3,2024,11,114,52,Emergency,Dr Doe,Yes,No,0,16,0
Metro Hospital,28.65,77.25,2023,18,62,29,X-ray,Dr Das,Yes,No,4,477,4
Metro Hospital,28.65,77.25,2024,13,53,25,X-ray,Dr Das,Yes,No,4,427,4
Metro Hospital,28.65,77.25,2023,21,67,35,X-ray,Dr Das,Yes,No,4,452,1
City Hospital,28.61,77.2,2023,18,158,105,Emergency,Dr Smith,Yes,No,0,73,0
Green Valley Hospital,28.7,77.3,2024,14,86,54,Orthopedic,Dr Reddy,Yes,No,2,297,0
City Hospital,28.61,77.2,2022,7,2,4,Dental,Dr Singh,Yes,No,1,132,7
Metro Hospital,28.65,77.25,2023,3,2,2,Dental,Dr Ali,Yes,No,1,164,8
Metro Hospital,28.65,77.25,2023,3,14,10,X-ray,Dr Das,Yes,No,4,455,6
Green Valley Hospital,28.7,77.3,2023,23,40,26,Orthopedic,Dr Patel,Yes,No,2,259,4
Green Valley Hospital,28.7,77.3,2022,9,53,33,Orthopedic,Dr Verma,Yes,No,2,216,4
Green Valley Hospital,28.7,77.3,2023,19,81,59,Cardiology,Dr Lee,Yes,No,3,316,2
Metro Hospital,28.65,77.25,2024,8,54,75,Cardiology,Dr Kim,No,Yes,3,340,4
City Hospital,28.61,77.2,2022,2,2,5,Orthopedic,Dr Sharma,Yes,No,2,265,8
Green Valley Hospital,28.7,77.3,2022,11,119,55,Emergency,Dr Khan,Yes,No,0,57,0
Green Valley Hospital,28.7,77.3,2022,1,10,8,Orthopedic,Dr Reddy,Yes,No,2,261,9
Green Valley Hospital,28.7,77.3,2023,1,26,13,Emergency,Dr Smith,Yes,No,0,58,6
City Hospital,28.61,77.2,2024,8,33,19,X-ray,Dr Ray,Yes,No,4,475,5
City Hospital,28.61,77.2,2023,11,63,39,X-ray,Dr Ray,Yes,No,4,468,4
Metro Hospital,28.65,77.25,2022,7,52,29,Cardiology,Dr Gupta,Yes,No,3,331,5
Metro Hospital,28.65,77.25,2022,7,26,16,Orthopedic,Dr Reddy,Yes,No,2,246,5
City Hospital,28.61,77.2,2023,8,52,31,Orthopedic,Dr Verma,Yes,No,2,267,5
Metro Hospital,28.65,77.25,2022,15,44,29,Cardiology,Dr Lee,Yes,No,3,393,6
Green Valley Hospital,28.7,77.3,2022,8,107,73,Emergency,Dr Allen,Yes,No,0,54,0
Metro Hospital,28.65,77.25,2023,6,38,24,Emergency,Dr Doe,Yes,No,0,91,6
Metro Hospital,28.65,77.25,2022,6,5,5,Cardiology,Dr Wright,Yes,No,3,335,7
Green Valley Hospital,28.7,77.3,2023,3,7,5,Cardiology,Dr Wright,Yes,No,3,353,10
City Hospital,28.61,77.2,2022,4,5,6,Orthopedic,Dr Reddy,Yes,No,2,285,9
Green Valley Hospital,28.7,77.3,2022,19,79,61,Cardiology,Dr Gupta,No,Yes,3,317,2
City Hospital,28.61,77.2,2024,18,90,62,Cardiology,Dr Lee,Yes,No,3,376,2
City Hospital,28.61,77.2,2023,2,14,10,X-ray,Dr Das,Yes,No,4,490,10
City Hospital,28.61,77.2,2023,22,31,23,X-ray,Dr Ray,Yes,No,4,448,6
City Hospital,28.61,77.2,2022,11,62,33,Cardiology,Dr Lee,Yes,No,3,310,5
Green Valley Hospital,28.7,77.3,2024,18,80,40,Cardiology,Dr Lee,Yes,No,3,384,3
City Hospital,28.61,77.2,2024,15,38,28,Cardiology,Dr Kim,Yes,No,3,382,7
City Hospital,28.61,77.2,2022,12,52,37,X-ray,Dr Das,Yes,No,4,434,6
Green Valley Hospital,28.7,77.3,2022,21,75,43,Cardiology,Dr Wright,Yes,No,3,380,2
Metro Hospital,28.65,77.25,2024,18,132,79,Emergency,Dr Smith,Yes,No,0,32,0
City Hospital,28.61,77.2,2024,11,84,37,Dental,Dr Singh,Yes,No,1,136,1
City Hospital,28.61,77.2,2023,21,3,6,Dental,Dr Ali,Yes,No,1,198,8
Metro Hospital,28.65,77.25,2022,22,56,30,Emergency,Dr Smith,Yes,No,0,59,3
Green Valley Hospital,28.7,77.3,2023,4,46,25,Emergency,Dr Allen,Yes,No,0,81,4
Metro Hospital,28.65,77.25,2022,17,46,25,Dental,Dr Singh,Yes,No,1,178,5
Metro Hospital,28.65,77.25,2023,5,43,51,Emergency,Dr Doe,No,Yes,0,16,2
Green Valley Hospital,28.7,77.3,2022,16,36,62,Orthopedic,Dr Patel,No,Yes,2,252,6
City Hospital,28.61,77.2,2023,1,13,8,X-ray,Dr Das,Yes,No,4,446,6
Metro Hospital,28.65,77.25,2022,12,125,66,Emergency,Dr Allen,Yes,No,0,38,0
Metro Hospital,28.65,77.25,2022,7,65,46,Emergency,Dr Smith,Yes,No,0,73,3
City Hospital,28.61,77.2,2022,0,49,72,Cardiology,Dr Wright,No,Yes,3,386,4
Green Valley Hospital,28.7,77.3,2024,12,67,72,Dental,Dr Ali,No,Yes,1,138,1
City Hospital,28.61,77.2,2024,9,97,49,Emergency,Dr Khan,Yes,No,0,94,3
Metro Hospital,28.65,77.25,2022,12,70,39,Dental,Dr Singh,Yes,No,1,171,3
Green Valley Hospital,28.7,77.3,2022,13,62,72,X-ray,Dr Ray,No,Yes,4,421,4
Metro Hospital,28.65,77.25,2022,5,7,8,Orthopedic,Dr Patel,Yes,No,2,234,8
Green Valley Hospital,28.7,77.3,2024,13,58,26,X-ray,Dr Ray,Yes,No,4,429,5
Metro Hospital,28.65,77.25,2023,20,97,53,Dental,Dr Ali,Yes,No,1,133,1
Green Valley Hospital,28.7,77.3,2022,11,62,34,X-ray,Dr Das,Yes,No,4,447,5
Green Valley Hospital,28.7,77.3,2022,16,39,21,X-ray,Dr Ray,Yes,No,4,445,3
Green Valley Hospital,28.7,77.3,2024,0,3,5,Dental,Dr Ali,Yes,No,1,129,6
Metro Hospital,28.65,77.25,2022,1,10,5,X-ray,Dr Ray,Yes,No,4,478,6
Green Valley Hospital,28.7,77.3,2023,8,66,36,Emergency,Dr Smith,Yes,No,0,59,3
Green Valley Hospital,28.7,77.3,2023,9,43,22,Cardiology,Dr Gupta,Yes,No,3,311,5
Metro Hospital,28.65,77.25,2023,13,63,39,Cardiology,Dr Gupta,Yes,No,3,320,3
City Hospital,28.61,77.2,2024,9,48,32,Dental,Dr Wong,Yes,No,1,169,5
Green Valley Hospital,28.7,77.3,2024,21,147,66,Emergency,Dr Allen,Yes,No,0,74,0
Green Valley Hospital,28.7,77.3,2022,23,42,62,Cardiology,Dr Wright,No,Yes,3,365,6
Metro Hospital,28.65,77.25,2024,13,126,92,Emergency,Dr Doe,Yes,No,0,90,0
City Hospital,28.61,77.2,2023,18,99,41,Dental,Dr Wong,Yes,No,1,149,2
Green Valley Hospital,28.7,77.3,2024,11,149,86,Emergency,Dr Doe,Yes,No,0,29,0
Green Valley Hospital,28.7,77.3,2024,20,65,28,X-ray,Dr Das,Yes,No,4,463,5
Metro Hospital,28.65,77.25,2023,23,86,53,Emergency,Dr Smith,Yes,No,0,91,3
Metro Hospital,28.65,77.25,2024,11,94,55,Cardiology,Dr Gupta,Yes,No,3,398,0
Green Valley Hospital,28.7,77.3,2024,22,107,72,Emergency,Dr Smith,Yes,No,0,92,0
Metro Hospital,28.65,77.25,2024,8,37,25,Cardiology,Dr Gupta,Yes,No,3,376,7
City Hospital,28.61,77.2,2023,11,124,114,Emergency,Dr Allen,No,Yes,0,75,0
Green Valley Hospital,28.7,77.3,2024,4,10,9,Cardiology,Dr Lee,Yes,No,3,391,7
Green Valley Hospital,28.7,77.3,2023,11,144,98,Emergency,Dr Khan,Yes,No,0,28,0
Metro Hospital,28.65,77.25,2022,18,159,99,Emergency,Dr Smith,Yes,No,0,99,0
Metro Hospital,28.65,77.25,2023,23,1,1,Dental,Dr Wong,Yes,No,1,172,7
Metro Hospital,28.65,77.25,2022,8,44,31,Dental,Dr Wong,Yes,No,1,113,7
City Hospital,28.61,77.2,2024,6,19,14,X-ray,Dr Das,Yes,No,4,466,7
Metro Hospital,28.65,77.25,2022,2,27,13,Emergency,Dr Smith,Yes,No,0,24,4
Green Valley Hospital,28.7,77.3,2023,16,27,18,X-ray,Dr Das,Yes,No,4,446,6
Green Valley Hospital,28.7,77.3,2023,8,49,32,Orthopedic,Dr Patel,Yes,No,2,262,6
Green Valley Hospital,28.7,77.3,2023,4,0,0,Dental,Dr Singh,Yes,No,1,169,10
City Hospital,28.61,77.2,2022,14,76,40,Orthopedic,Dr Verma,Yes,No,2,252,3
City Hospital,28.61,77.2,2022,1,6,7,Cardiology,Dr Kim,Yes,No,3,313,6
Metro Hospital,28.65,77.25,2024,21,62,43,X-ray,Dr Ray,Yes,No,4,446,5
Metro Hospital,28.65,77.25,2023,10,157,71,Emergency,Dr Smith,Yes,No,0,67,0
Metro Hospital,28.65,77.25,2022,8,30,41,Cardiology,Dr Wright,No,Yes,3,317,6
Metro Hospital,28.65,77.25,2024,1,3,2,Cardiology,Dr Kim,Yes,No,3,379,8
City Hospital,28.61,77.2,2024,2,33,20,Emergency,Dr Doe,Yes,No,0,85,5
City Hospital,28.61,77.2,2024,13,78,77,Orthopedic,Dr Sharma,No,Yes,2,285,2
Green Valley Hospital,28.7,77.3,2022,20,64,38,X-ray,Dr Das,Yes,No,4,468,4
Metro Hospital,28.65,77.25,2023,6,2,5,Orthopedic,Dr Verma,Yes,No,2,212,9
Metro Hospital,28.65,77.25,2024,8,95,57,Emergency,Dr Khan,Yes,No,0,49,1
Green Valley Hospital,28.7,77.3,2022,4,10,8,Orthopedic,Dr Patel,Yes,No,2,221,9
City Hospital,28.61,77.2,2022,22,0,0,Dental,Dr Wong,Yes,No,1,148,7
City Hospital,28.61,77.2,2023,16,53,29,Cardiology,Dr Lee,Yes,No,3,346,5
Green Valley Hospital,28.7,77.3,2022,9,36,20,Dental,Dr Ali,Yes,No,1,197,7
Green Valley Hospital,28.7,77.3,2023,14,90,61,Cardiology,Dr Wright,Yes,No,3,369,2
Green Valley Hospital,28.7,77.3,2024,5,11,37,Cardiology,Dr Gupta,No,Yes,3,319,8
Green Valley Hospital,28.7,77.3,2022,22,31,21,X-ray,Dr Ray,Yes,No,4,459,8
Green Valley Hospital,28.7,77.3,2022,4,10,46,Orthopedic,Dr Reddy,No,Yes,2,226,8
Green Valley Hospital,28.7,77.3,2024,9,45,28,Cardiology,Dr Lee,Yes,No,3,369,6
City Hospital,28.61,77.2,2023,10,84,66,Orthopedic,Dr Sharma,No,Yes,2,278,3
Green Valley Hospital,28.7,77.3,2023,7,109,47,Emergency,Dr Doe,Yes,No,0,42,0
Green Valley Hospital,28.7,77.3,2023,3,1,5,Dental,Dr Wong,Yes,No,1,130,6
City Hospital,28.61,77.2,2022,4,35,54,Emergency,Dr Khan,No,Yes,0,61,5
Green Valley Hospital,28.7,77.3,2022,3,41,24,Emergency,Dr Khan,Yes,No,0,33,6
Metro Hospital,28.65,77.25,2023,18,131,87,Emergency,Dr Smith,Yes,No,0,75,0
City Hospital,28.61,77.2,2023,11,53,23,X-ray,Dr Das,Yes,No,4,480,4
Metro Hospital,28.65,77.25,2023,19,134,124,Emergency,Dr Allen,No,Yes,0,85,0
City Hospital,28.61,77.2,2024,17,29,17,X-ray,Dr Das,Yes,No,4,458,7
City Hospital,28.61,77.2,2024,19,156,72,Emergency,Dr Doe,Yes,No,0,38,0
City Hospital,28.61,77.2,2024,12,120,85,Emergency,Dr Smith,Yes,No,0,30,0
Metro Hospital,28.65,77.25,2022,5,36,23,Emergency,Dr Khan,Yes,No,0,39,3
City Hospital,28.61,77.2,2023,13,73,72,Orthopedic,Dr Verma,No,Yes,2,279,4
City Hospital,28.61,77.2,2024,16,29,23,Cardiology,Dr Gupta,Yes,No,3,386,4
Metro Hospital,28.65,77.25,2023,12,53,26,X-ray,Dr Das,Yes,No,4,456,3
Green Valley Hospital,28.7,77.3,2023,17,35,25,Cardiology,Dr Lee,Yes,No,3,382,3
Metro Hospital,28.65,77.25,2022,22,48,25,Orthopedic,Dr Sharma,Yes,No,2,223,6
Metro Hospital,28.65,77.25,2023,19,77,38,Orthopedic,Dr Patel,Yes,No,2,246,1
Metro Hospital,28.65,77.25,2022,13,72,46,Dental,Dr Wong,Yes,No,1,180,3
Green Valley Hospital,28.7,77.3,2024,13,82,53,Dental,Dr Ali,Yes,No,1,182,2
Green Valley Hospital,28.7,77.3,2024,14,127,90,Emergency,Dr Allen,Yes,No,0,38,0
Metro Hospital,28.65,77.25,2022,19,83,60,Dental,Dr Ali,Yes,No,1,161,3
Green Valley Hospital,28.7,77.3,2024,9,47,62,Cardiology,Dr Lee,No,Yes,3,387,4
City Hospital,28.61,77.2,2022,22,42,24,Orthopedic,Dr Reddy,Yes,No,2,268,5
Metro Hospital,28.65,77.25,2022,22,2,2,Dental,Dr Wong,Yes,No,1,139,6
Metro Hospital,28.65,77.25,2024,8,88,45,Emergency,Dr Khan,Yes,No,0,16,4
Green Valley Hospital,28.7,77.3,2023,21,100,53,Orthopedic,Dr Patel,Yes,No,2,243,0
Green Valley Hospital,28.7,77.3,2022,9,86,53,Emergency,Dr Doe,Yes,No,0,49,1
City Hospital,28.61,77.2,2023,13,87,56,Dental,Dr Wong,Yes,No,1,144,2
City Hospital,28.61,77.2,2023,10,78,39,Cardiology,Dr Wright,Yes,No,3,384,4
