hospital,lat,long,year,hour,patients,wait_time,department,doctor_name,available,leave_status,floor,room,beds_available
Green Valley Hospital,28.7,77.3,2023,23,50,38,Cardiology,Dr Wright,Yes,No,3,325,6
Metro Hospital,28.65,77.25,2023,11,92,48,Cardiology,Dr Lee,Yes,No,3,351,1
Green Valley Hospital,28.7,77.3,2022,2,11,10,Cardiology,Dr Gupta,Yes,No,3,332,9
Metro Hospital,28.65,77.25,2022,2,2,4,Orthopedic,Dr Sharma,Yes,No,2,278,7
Green Valley Hospital,28.7,77.3,2022,4,1,4,Dental,Dr Singh,Yes,No,1,152,10
Green Valley Hospital,28.7,77.3,2022,6,11,9,X-ray,Dr Das,Yes,No,4,464,5
City Hospital,28.61,77.2,2023,19,141,87,Emergency,Dr Khan,Yes,No,0,44,0
Green Valley Hospital,28.7,77.3,2024,9,42,24,Dental,Dr Ali,Yes,No,1,120,6
Metro Hospital,28.65,77.25,2023,19,68,29,X-ray,Dr Das,Yes,No,4,452,4
City Hospital,28.61,77.2,2022,21,72,76,X-ray,Dr Das,No,Yes,4,485,1
Metro Hospital,28.65,77.25,2023,15,26,16,X-ray,Dr Ray,Yes,No,4,438,5
Green Valley Hospital,28.7,77.3,2024,9,54,25,Cardiology,Dr Gupta,Yes,No,3,373,4
Green Valley Hospital,28.7,77.3,2023,0,41,32,Cardiology,Dr Kim,Yes,No,3,353,6
Metro Hospital,28.65,77.25,2023,15,32,17,X-ray,Dr Das,Yes,No,4,410,6
Green Valley Hospital,28.7,77.3,2024,15,44,22,Cardiology,Dr Kim,Yes,No,3,322,5
City Hospital,28.61,77.2,2024,20,78,77,Dental,Dr Ali,No,Yes,1,159,4
Green Valley Hospital,28.7,77.3,2024,1,1,3,Dental,Dr Singh,Yes,No,1,155,8
Metro Hospital,28.65,77.25,2024,15,94,66,Emergency,Dr Khan,Yes,No,0,92,2
Metro Hospital,28.65,77.25,2023,9,47,28,Orthopedic,Dr Reddy,Yes,No,2,226,3
City Hospital,28.61,77.2,2022,19,100,50,Dental,Dr Wong,Yes,No,1,184,0
Metro Hospital,28.65,77.25,2024,3,7,6,Cardiology,Dr Kim,Yes,No,3,342,8
Green Valley Hospital,28.7,77.3,2023,23,30,16,X-ray,Dr Das,Yes,No,4,458,8
City Hospital,28.61,77.2,2022,3,15,9,X-ray,Dr Das,Yes,No,4,453,8
City Hospital,28.61,77.2,2023,16,102,62,Emergency,Dr Doe,Yes,No,0,20,0
Green Valley Hospital,28.7,77.3,2022,8,80,48,Emergency,Dr Doe,Yes,No,0,81,2
City Hospital,28.61,77.2,2024,1,11,6,Orthopedic,Dr Patel,Yes,No,2,290,9
Green Valley Hospital,28.7,77.3,2023,12,49,34,X-ray,Dr Ray,Yes,No,4,423,5
City Hospital,28.61,77.2,2024,3,4,4,Orthopedic,Dr Sharma,Yes,No,2,290,8
Metro Hospital,28.65,77.25,2023,7,41,26,Orthopedic,Dr Patel,Yes,No,2,258,6
Metro Hospital,28.65,77.25,2024,12,63,33,Orthopedic,Dr Sharma,Yes,No,2,215,5
Metro Hospital,28.65,77.25,2022,21,0,0,Dental,Dr Singh,Yes,No,1,138,7
City Hospital,28.61,77.2,2022,21,96,54,Orthopedic,Dr Verma,Yes,No,2,251,0
Metro Hospital,28.65,77.25,2024,23,32,17,Orthopedic,Dr Patel,Yes,No,2,271,6
Green Valley Hospital,28.7,77.3,2022,17,82,54,Emergency,Dr Smith,Yes,No,0,15,1
Green Valley Hospital,28.7,77.3,2023,10,71,33,Orthopedic,Dr Verma,Yes,No,2,245,3
Metro Hospital,28.65,77.25,2024,4,32,17,Emergency,Dr Doe,Yes,No,0,94,5
Metro Hospital,28.65,77.25,2022,12,170,70,Emergency,Dr Khan,Yes,No,0,90,0
Green Valley Hospital,28.7,77.3,2024,23,51,32,Cardiology,Dr Kim,Yes,No,3,320,3
Green Valley Hospital,28.7,77.3,2022,8,57,25,Emergency,Dr Smith,Yes,No,0,14,3
Metro Hospital,28.65,77.25,2022,10,174,109,Emergency,Dr Smith,No,Yes,0,65,0
Metro Hospital,28.65,77.25,2023,18,98,62,Orthopedic,Dr Verma,Yes,No,2,269,2
Metro Hospital,28.65,77.25,2024,22,29,18,X-ray,Dr Ray,Yes,No,4,449,8
City Hospital,28.61,77.2,2022,13,94,45,Dental,Dr Ali,Yes,No,1,142,0
City Hospital,28.61,77.2,2023,4,11,9,Orthopedic,Dr Verma,Yes,No,2,278,8
City Hospital,28.61,77.2,2023,6,3,6,Dental,Dr Singh,Yes,No,1,135,8
Green Valley Hospital,28.7,77.3,2022,23,34,19,X-ray,Dr Das,Yes,No,4,443,3
City Hospital,28.61,77.2,2024,14,47,26,X-ray,Dr Das,Yes,No,4,495,4
City Hospital,28.61,77.2,2024,3,4,4,Orthopedic,Dr Sharma,Yes,No,2,298,9
Metro Hospital,28.65,77.25,2023,14,84,51,Cardiology,Dr Lee,Yes,No,3,397,2
Green Valley Hospital,28.7,77.3,2022,23,50,24,Cardiology,Dr Kim,Yes,No,3,323,4
City Hospital,28.61,77.2,2023,19,80,59,Dental,Dr Ali,Yes,No,1,199,1
Green Valley Hospital,28.7,77.3,2023,21,95,42,Cardiology,Dr Wright,Yes,No,3,392,1
Metro Hospital,28.65,77.25,2024,18,65,38,X-ray,Dr Ray,Yes,No,4,464,4
Green Valley Hospital,28.7,77.3,2024,10,59,36,X-ray,Dr Das,Yes,No,4,421,4
Metro Hospital,28.65,77.25,2024,22,41,29,X-ray,Dr Ray,Yes,No,4,499,7
Metro Hospital,28.65,77.25,2023,5,8,6,Orthopedic,Dr Sharma,Yes,No,2,244,7
City Hospital,28.61,77.2,2024,21,1,3,Dental,Dr Wong,Yes,No,1,134,7
Green Valley Hospital,28.7,77.3,2022,21,65,39,X-ray,Dr Ray,Yes,No,4,434,4
Green Valley Hospital,28.7,77.3,2024,16,48,37,Orthopedic,Dr Patel,Yes,No,2,266,6
Green Valley Hospital,28.7,77.3,2022,9,47,64,Dental,Dr Singh,No,Yes,1,170,6
Metro Hospital,28.65,77.25,2022,12,86,46,Dental,Dr Singh,Yes,No,1,163,1
Green Valley Hospital,28.7,77.3,2022,7,35,23,X-ray,Dr Das,Yes,No,4,462,4
City Hospital,28.61,77.2,2022,20,74,74,Dental,Dr Ali,No,Yes,1,173,1
Green Valley Hospital,28.7,77.3,2023,17,45,23,Dental,Dr Ali,Yes,No,1,137,7
Metro Hospital,28.65,77.25,2023,7,66,42,Emergency,Dr Allen,Yes,No,0,71,3
Green Valley Hospital,28.7,77.3,2023,1,10,50,Orthopedic,Dr Reddy,No,Yes,2,281,8
Green Valley Hospital,28.7,77.3,2024,8,26,20,Dental,Dr Singh,Yes,No,1,162,5
Metro Hospital,28.65,77.25,2022,8,34,21,Dental,Dr Ali,Yes,No,1,118,4
Metro Hospital,28.65,77.25,2023,10,61,41,Orthopedic,Dr Patel,Yes,No,2,252,5
Green Valley Hospital,28.7,77.3,2024,4,14,10,X-ray,Dr Ray,Yes,No,4,445,7
Metro Hospital,28.65,77.25,2024,11,72,43,Cardiology,Dr Kim,Yes,No,3,338,3
Green Valley Hospital,28.7,77.3,2023,23,34,46,Orthopedic,Dr Patel,No,Yes,2,224,7
Metro Hospital,28.65,77.25,2024,2,18,14,X-ray,Dr Ray,Yes,No,4,465,8
Metro Hospital,28.65,77.25,2022,15,26,19,X-ray,Dr Ray,Yes,No,4,430,8
Green Valley Hospital,28.7,77.3,2022,14,76,47,Orthopedic,Dr Sharma,Yes,No,2,266,1
Green Valley Hospital,28.7,77.3,2022,2,3,3,Orthopedic,Dr Patel,Yes,No,2,212,9
Metro Hospital,28.65,77.25,2023,8,49,24,Dental,Dr Ali,Yes,No,1,115,6
Metro Hospital,28.65,77.25,2023,23,67,48,Emergency,Dr Doe,Yes,No,0,54,4
Metro Hospital,28.65,77.25,2024,23,1,4,Dental,Dr Singh,Yes,No,1,157,8
Green Valley Hospital,28.7,77.3,2024,18,76,41,Cardiology,Dr Gupta,Yes,No,3,381,3
Green Valley Hospital,28.7,77.3,2024,3,4,3,Orthopedic,Dr Verma,Yes,No,2,261,8
City Hospital,28.61,77.2,2023,0,35,21,Orthopedic,Dr Reddy,Yes,No,2,250,6
Green Valley Hospital,28.7,77.3,2023,1,9,7,X-ray,Dr Das,Yes,No,4,451,8
Green Valley Hospital,28.7,77.3,2022,1,13,7,X-ray,Dr Ray,Yes,No,4,426,9
Metro Hospital,28.65,77.25,2023,14,61,45,Cardiology,Dr Wright,Yes,No,3,339,4
City Hospital,28.61,77.2,2024,2,10,6,Cardiology,Dr Wright,Yes,No,3,383,6
Green Valley Hospital,28.7,77.3,2023,11,145,101,Emergency,Dr Smith,Yes,No,0,31,0
Metro Hospital,28.65,77.25,2022,20,100,63,Orthopedic,Dr Verma,Yes,No,2,275,1
City Hospital,28.61,77.2,2022,21,95,66,Cardiology,Dr Wright,Yes,No,3,356,1
Metro Hospital,28.65,77.25,2023,5,0,0,Dental,Dr Wong,Yes,No,1,193,7
Metro Hospital,28.65,77.25,2024,19,51,29,X-ray,Dr Ray,Yes,No,4,469,2
City Hospital,28.61,77.2,2024,13,63,43,Orthopedic,Dr Verma,Yes,No,2,234,2
Metro Hospital,28.65,77.25,2023,14,168,116,Emergency,Dr Doe,Yes,No,0,22,0
Metro Hospital,28.65,77.25,2023,12,62,81,Orthopedic,Dr Verma,No,Yes,2,223,5
Green Valley Hospital,28.7,77.3,2022,16,36,57,X-ray,Dr Das,No,Yes,4,473,7
Metro Hospital,28.65,77.25,2023,3,2,4,Dental,Dr Ali,Yes,No,1,114,7
Metro Hospital,28.65,77.25,2024,20,129,85,Emergency,Dr Doe,Yes,No,0,50,0
City Hospital,28.61,77.2,2023,13,122,84,Emergency,Dr Doe,Yes,No,0,85,0
Metro Hospital,28.65,77.25,2023,16,35,20,X-ray,Dr Das,Yes,No,4,416,6
Green Valley Hospital,28.7,77.3,2024,17,87,60,Emergency,Dr Doe,Yes,No,0,85,1
Metro Hospital,28.65,77.25,2024,17,97,43,Emergency,Dr Allen,Yes,No,0,23,3
City Hospital,28.61,77.2,2022,5,10,7,Cardiology,Dr Kim,Yes,No,3,334,6
Metro Hospital,28.65,77.25,2022,14,139,62,Emergency,Dr Allen,Yes,No,0,44,0
Green Valley Hospital,28.7,77.3,2023,1,18,12,X-ray,Dr Ray,Yes,No,4,461,5
City Hospital,28.61,77.2,2022,12,85,57,Dental,Dr Ali,Yes,No,1,114,1
Metro Hospital,28.65,77.25,2023,8,46,26,Cardiology,Dr Wright,Yes,No,3,316,4
City Hospital,28.61,77.2,2022,0,66,35,Emergency,Dr Doe,Yes,No,0,21,3
Metro Hospital,28.65,77.25,2023,18,59,42,X-ray,Dr Ray,Yes,No,4,424,6
Green Valley Hospital,28.7,77.3,2024,10,78,43,Cardiology,Dr Wright,Yes,No,3,355,3
Green Valley Hospital,28.7,77.3,2022,16,25,15,Cardiology,Dr Wright,Yes,No,3,396,6
City Hospital,28.61,77.2,2022,0,33,21,X-ray,Dr Das,Yes,No,4,486,7
Green Valley Hospital,28.7,77.3,2024,6,4,7,Orthopedic,Dr Verma,Yes,No,2,215,9
Metro Hospital,28.65,77.25,2023,19,67,32,X-ray,Dr Das,Yes,No,4,439,4
Green Valley Hospital,28.7,77.3,2023,20,98,52,Orthopedic,Dr Verma,Yes,No,2,261,0
City Hospital,28.61,77.2,2023,1,14,10,X-ray,Dr Das,Yes,No,4,455,6
Green Valley Hospital,28.7,77.3,2023,18,96,44,Cardiology,Dr Wright,Yes,No,3,356,1
Metro Hospital,28.65,77.25,2022,18,101,48,Orthopedic,Dr Patel,Yes,No,2,267,1
City Hospital,28.61,77.2,2024,12,63,45,Cardiology,Dr Gupta,Yes,No,3,310,3
Metro Hospital,28.65,77.25,2023,21,79,44,Cardiology,Dr Gupta,Yes,No,3,324,2
Metro Hospital,28.65,77.25,2022,3,6,6,Orthopedic,Dr Sharma,Yes,No,2,262,8
Green Valley Hospital,28.7,77.3,2024,21,3,32,Dental,Dr Wong,No,Yes,1,128,8
City Hospital,28.61,77.2,2023,13,63,43,X-ray,Dr Ray,Yes,No,4,417,5
City Hospital,28.61,77.2,2024,19,184,108,Emergency,Dr Smith,Yes,No,0,45,0
Green Valley Hospital,28.7,77.3,2023,22,1,4,Dental,Dr Wong,Yes,No,1,199,8
Green Valley Hospital,28.7,77.3,2023,22,35,15,Cardiology,Dr Lee,Yes,No,3,379,4
Metro Hospital,28.65,77.25,2024,17,38,25,X-ray,Dr Ray,Yes,No,4,461,8
Metro Hospital,28.65,77.25,2022,23,42,23,Orthopedic,Dr Verma,Yes,No,2,215,4
City Hospital,28.61,77.2,2022,12,157,92,Emergency,Dr Allen,Yes,No,0,85,0
Metro Hospital,28.65,77.25,2022,5,6,6,Orthopedic,Dr Sharma,Yes,No,2,243,9
Green Valley Hospital,28.7,77.3,2022,23,43,63,Cardiology,Dr Gupta,No,Yes,3,314,4
Green Valley Hospital,28.7,77.3,2024,0,41,29,X-ray,Dr Das,Yes,No,4,490,4
Green Valley Hospital,28.7,77.3,2024,21,78,46,Orthopedic,Dr Reddy,Yes,No,2,214,2
Green Valley Hospital,28.7,77.3,2023,2,29,19,Emergency,Dr Khan,Yes,No,0,89,7
City Hospital,28.61,77.2,2022,23,28,14,X-ray,Dr Das,Yes,No,4,455,7
Green Valley Hospital,28.7,77.3,2024,22,0,0,Dental,Dr Singh,Yes,No,1,173,9
City Hospital,28.61,77.2,2024,5,8,32,Cardiology,Dr Gupta,No,Yes,3,366,9
Green Valley Hospital,28.7,77.3,2023,0,30,22,Orthopedic,Dr Verma,Yes,No,2,235,6
City Hospital,28.61,77.2,2024,23,43,21,Orthopedic,Dr Verma,Yes,No,2,298,7
Metro Hospital,28.65,77.25,2023,19,90,63,Dental,Dr Wong,No,Yes,1,150,2
Metro Hospital,28.65,77.25,2024,13,144,101,Emergency,Dr Smith,Yes,No,0,89,0
Metro Hospital,28.65,77.25,2022,6,0,0,Dental,Dr Ali,Yes,No,1,162,7
Metro Hospital,28.65,77.25,2022,11,79,46,Cardiology,Dr Gupta,Yes,No,3,365,3
Metro Hospital,28.65,77.25,2022,8,31,19,X-ray,Dr Das,Yes,No,4,478,8
Metro Hospital,28.65,77.25,2022,14,56,44,X-ray,Dr Ray,Yes,No,4,466,2
City Hospital,28.61,77.2,2024,8,52,36,Orthopedic,Dr Reddy,Yes,No,2,213,5
City Hospital,28.61,77.2,2024,20,92,51,Dental,Dr Singh,Yes,No,1,120,2
City Hospital,28.61,77.2,2024,3,10,8,Cardiology,Dr Lee,Yes,No,3,336,9
Green Valley Hospital,28.7,77.3,2023,12,122,76,Emergency,Dr Doe,Yes,No,0,50,0
Metro Hospital,28.65,77.25,2022,13,73,49,Orthopedic,Dr Patel,Yes,No,2,214,2
Metro Hospital,28.65,77.25,2024,22,25,34,X-ray,Dr Das,No,Yes,4,425,7
Green Valley Hospital,28.7,77.3,2023,19,63,34,X-ray,Dr Das,Yes,No,4,467,5
City Hospital,28.61,77.2,2023,8,46,22,Cardiology,Dr Gupta,Yes,No,3,389,5
Metro Hospital,28.65,77.25,2023,12,90,56,Cardiology,Dr Lee,Yes,No,3,367,0
Metro Hospital,28.65,77.25,2024,18,88,49,Orthopedic,Dr Sharma,Yes,No,2,275,1
Metro Hospital,28.65,77.25,2024,10,65,38,Dental,Dr Wong,Yes,No,1,169,2
City Hospital,28.61,77.2,2023,14,77,54,Cardiology,Dr Gupta,Yes,No,3,311,4
Metro Hospital,28.65,77.25,2024,7,88,40,Emergency,Dr Doe,Yes,No,0,39,1
City Hospital,28.61,77.2,2024,21,78,58,Cardiology,Dr Lee,Yes,No,3,314,2
Green Valley Hospital,28.7,77.3,2022,12,71,38,Cardiology,Dr Kim,Yes,No,3,334,4
City Hospital,28.61,77.2,2023,12,84,61,Orthopedic,Dr Patel,Yes,No,2,249,1
Metro Hospital,28.65,77.25,2024,0,44,33,Orthopedic,Dr Sharma,Yes,No,2,298,5
Metro Hospital,28.65,77.25,2023,2,11,11,Cardiology,Dr Wright,Yes,No,3,385,8
Metro Hospital,28.65,77.25,2022,16,48,32,Cardiology,Dr Wright,Yes,No,3,377,3
Metro Hospital,28.65,77.25,2022,5,29,41,Emergency,Dr Allen,No,Yes,0,55,5
Green Valley Hospital,28.7,77.3,2022,13,72,35,Orthopedic,Dr Verma,Yes,No,2,263,3
City Hospital,28.61,77.2,2023,4,29,21,Emergency,Dr Doe,Yes,No,0,96,3
Green Valley Hospital,28.7,77.3,2024,8,48,22,Dental,Dr Wong,Yes,No,1,128,4
Green Valley Hospital,28.7,77.3,2024,17,31,25,X-ray,Dr Das,Yes,No,4,467,7
Green Valley Hospital,28.7,77.3,2024,3,2,2,Dental,Dr Ali,Yes,No,1,192,10
City Hospital,28.61,77.2,2024,0,26,17,X-ray,Dr Ray,Yes,No,4,492,7
Metro Hospital,28.65,77.25,2024,13,64,63,Cardiology,Dr Wright,No,Yes,3,394,5
City Hospital,28.61,77.2,2023,12,68,32,Cardiology,Dr Wright,Yes,No,3,314,4
Green Valley Hospital,28.7,77.3,2023,8,39,31,Dental,Dr Singh,Yes,No,1,163,6
Green Valley Hospital,28.7,77.3,2022,1,28,18,Emergency,Dr Doe,Yes,No,0,11,4
City Hospital,28.61,77.2,2022,19,91,56,Cardiology,Dr Wright,Yes,No,3,321,2
Green Valley Hospital,28.7,77.3,2023,4,19,15,X-ray,Dr Das,Yes,No,4,446,5
City Hospital,28.61,77.2,2024,22,41,23,Cardiology,Dr Kim,Yes,No,3,351,6
Metro Hospital,28.65,77.25,2022,0,44,23,Cardiology,Dr Wright,Yes,No,3,353,4
City Hospital,28.61,77.2,2024,4,38,21,Emergency,Dr Allen,Yes,No,0,45,5
Green Valley Hospital,28.7,77.3,2022,20,137,96,Emergency,Dr Khan,Yes,No,0,33,0
Green Valley Hospital,28.7,77.3,2024,8,91,98,Emergency,Dr Allen,No,Yes,0,40,3
City Hospital,28.61,77.2,2022,14,89,55,Orthopedic,Dr Patel,Yes,No,2,292,2
City Hospital,28.61,77.2,2024,7,33,22,X-ray,Dr Ray,Yes,No,4,440,6
Green Valley Hospital,28.7,77.3,2023,11,55,34,X-ray,Dr Ray,Yes,No,4,418,3
Green Valley Hospital,28.7,77.3,2022,9,27,12,X-ray,Dr Das,Yes,No,4,494,6
Green Valley Hospital,28.7,77.3,2023,4,11,8,Cardiology,Dr Lee,Yes,No,3,350,5
City Hospital,28.61,77.2,2022,12,141,93,Emergency,Dr Smith,Yes,No,0,36,0
Metro Hospital,28.65,77.25,2024,1,42,21,Emergency,Dr Allen,Yes,No,0,93,2
Green Valley Hospital,28.7,77.3,2022,18,157,111,Emergency,Dr Khan,Yes,No,0,75,0
City Hospital,28.61,77.2,2022,6,0,0,Dental,Dr Ali,Yes,No,1,167,9
Metro Hospital,28.65,77.25,2022,8,49,34,Cardiology,Dr Lee,Yes,No,3,319,5
Metro Hospital,28.65,77.25,2023,10,58,36,X-ray,Dr Ray,Yes,No,4,472,6
Metro Hospital,28.65,77.25,2023,10,50,36,X-ray,Dr Das,Yes,No,4,468,3
Green Valley Hospital,28.7,77.3,2022,20,91,59,Dental,Dr Ali,Yes,No,1,132,2
Green Valley Hospital,28.7,77.3,2023,8,45,22,Dental,Dr Ali,Yes,No,1,177,4
Green Valley Hospital,28.7,77.3,2023,16,32,45,X-ray,Dr Das,No,Yes,4,462,7
Metro Hospital,28.65,77.25,2022,19,57,25,X-ray,Dr Das,Yes,No,4,479,4
Metro Hospital,28.65,77.25,2023,15,35,19,X-ray,Dr Ray,Yes,No,4,478,7
Green Valley Hospital,28.7,77.3,2024,7,87,61,Emergency,Dr Smith,Yes,No,0,47,2
Green Valley Hospital,28.7,77.3,2023,16,32,17,X-ray,Dr Ray,Yes,No,4,433,5
Green Valley Hospital,28.7,77.3,2023,2,13,10,X-ray,Dr Ray,Yes,No,4,413,8
Green Valley Hospital,28.7,77.3,2023,10,81,45,Orthopedic,Dr Patel,Yes,No,2,251,3
Metro Hospital,28.65,77.25,2024,13,70,50,Orthopedic,Dr Reddy,Yes,No,2,274,2
City Hospital,28.61,77.2,2024,10,90,80,Dental,Dr Ali,No,Yes,1,135,0
City Hospital,28.61,77.2,2023,3,21,13,X-ray,Dr Ray,Yes,No,4,427,5
Green Valley Hospital,28.7,77.3,2022,1,30,52,Emergency,Dr Doe,No,Yes,0,12,5
City Hospital,28.61,77.2,2023,7,31,21,Orthopedic,Dr Verma,Yes,No,2,215,6
Green Valley Hospital,28.7,77.3,2023,22,43,26,Cardiology,Dr Kim,Yes,No,3,339,5
City Hospital,28.61,77.2,2024,11,132,69,Emergency,Dr Doe,Yes,No,0,92,0
Green Valley Hospital,28.7,77.3,2022,9,35,25,Cardiology,Dr Lee,Yes,No,3,345,5
City Hospital,28.61,77.2,2024,7,48,30,Orthopedic,Dr Patel,Yes,No,2,232,6
Green Valley Hospital,28.7,77.3,2024,4,14,10,X-ray,Dr Ray,Yes,No,4,410,7
City Hospital,28.61,77.2,2024,9,101,75,Emergency,Dr Allen,Yes,No,0,34,0
City Hospital,28.61,77.2,2022,10,65,31,Cardiology,Dr Kim,Yes,No,3,355,5
Green Valley Hospital,28.7,77.3,2023,8,40,18,Cardiology,Dr Wright,Yes,No,3,378,7
City Hospital,28.61,77.2,2023,10,59,41,X-ray,Dr Das,Yes,No,4,494,4
Green Valley Hospital,28.7,77.3,2023,14,135,93,Emergency,Dr Khan,Yes,No,0,79,0
City Hospital,28.61,77.2,2024,9,33,25,Cardiology,Dr Wright,Yes,No,3,354,5
Green Valley Hospital,28.7,77.3,2024,20,80,80,Dental,Dr Ali,No,Yes,1,143,3
Green Valley Hospital,28.7,77.3,2024,8,31,20,Cardiology,Dr Wright,Yes,No,3,382,6
Metro Hospital,28.65,77.25,2024,3,14,14,X-ray,Dr Das,Yes,No,4,490,8
Metro Hospital,28.65,77.25,2022,23,40,27,X-ray,Dr Das,Yes,No,4,416,5
City Hospital,28.61,77.2,2023,9,37,47,Orthopedic,Dr Patel,No,Yes,2,214,6
Metro Hospital,28.65,77.25,2022,16,49,37,Cardiology,Dr Wright,Yes,No,3,398,4
Metro Hospital,28.65,77.25,2023,0,42,50,X-ray,Dr Ray,No,Yes,4,443,5
Metro Hospital,28.65,77.25,2023,14,63,31,Orthopedic,Dr Reddy,Yes,No,2,284,3
City Hospital,28.61,77.2,2024,17,37,25,Dental,Dr Ali,Yes,No,1,156,6
Green Valley Hospital,28.7,77.3,2024,2,11,11,Cardiology,Dr Wright,Yes,No,3,396,8
Green Valley Hospital,28.7,77.3,2024,6,38,26,Emergency,Dr Smith,Yes,No,0,58,6
City Hospital,28.61,77.2,2024,2,3,6,Dental,Dr Singh,Yes,No,1,171,6
Green Valley Hospital,28.7,77.3,2022,7,3,5,Dental,Dr Ali,Yes,No,1,169,7
Green Valley Hospital,28.7,77.3,2023,21,2,6,Dental,Dr Singh,Yes,No,1,119,6
Green Valley Hospital,28.7,77.3,2024,15,37,27,Dental,Dr Singh,Yes,No,1,184,5
City Hospital,28.61,77.2,2023,19,76,44,Cardiology,Dr Kim,Yes,No,3,374,2
Green Valley Hospital,28.7,77.3,2024,8,32,22,X-ray,Dr Das,Yes,No,4,448,8
Metro Hospital,28.65,77.25,2023,19,164,94,Emergency,Dr Smith,Yes,No,0,64,0
Metro Hospital,28.65,77.25,2024,18,91,55,Orthopedic,Dr Reddy,Yes,No,2,260,1
Green Valley Hospital,28.7,77.3,2024,13,70,31,Dental,Dr Ali,Yes,No,1,166,3
Metro Hospital,28.65,77.25,2024,8,31,21,Dental,Dr Ali,Yes,No,1,159,6
Metro Hospital,28.65,77.25,2022,3,11,7,Cardiology,Dr Lee,Yes,No,3,340,6
Green Valley Hospital,28.7,77.3,2024,21,63,41,X-ray,Dr Ray,Yes,No,4,429,4
Metro Hospital,28.65,77.25,2022,14,86,57,Cardiology,Dr Kim,Yes,No,3,398,0
Metro Hospital,28.65,77.25,2023,14,63,29,X-ray,Dr Das,Yes,No,4,447,4
City Hospital,28.61,77.2,2022,9,36,20,X-ray,Dr Ray,Yes,No,4,443,3
City Hospital,28.61,77.2,2024,0,0,0,Dental,Dr Singh,Yes,No,1,165,6
City Hospital,28.61,77.2,2024,15,33,24,Cardiology,Dr Kim,Yes,No,3,342,8
City Hospital,28.61,77.2,2022,20,89,51,Orthopedic,Dr Patel,Yes,No,2,251,1
Metro Hospital,28.65,77.25,2024,7,32,19,X-ray,Dr Das,Yes,No,4,477,6
Metro Hospital,28.65,77.25,2022,3,4,3,Cardiology,Dr Lee,Yes,No,3,344,8
Metro Hospital,28.65,77.25,2024,10,62,46,X-ray,Dr Ray,Yes,No,4,449,3
Green Valley Hospital,28.7,77.3,2022,19,77,47,Dental,Dr Ali,Yes,No,1,192,2
Green Valley Hospital,28.7,77.3,2023,10,86,40,Cardiology,Dr Gupta,Yes,No,3,389,3
Green Valley Hospital,28.7,77.3,2023,20,71,50,Dental,Dr Singh,Yes,No,1,134,3
City Hospital,28.61,77.2,2023,20,96,59,Dental,Dr Wong,Yes,No,1,113,0
City Hospital,28.61,77.2,2023,7,39,22,X-ray,Dr Das,Yes,No,4,436,7
City Hospital,28.61,77.2,2023,0,91,58,Emergency,Dr Doe,Yes,No,0,66,3
City Hospital,28.61,77.2,2023,13,81,93,Cardiology,Dr Wright,No,Yes,3,374,1
Green Valley Hospital,28.7,77.3,2022,14,82,55,Dental,Dr Ali,Yes,No,1,165,3
Green Valley Hospital,28.7,77.3,2024,7,27,19,Cardiology,Dr Lee,Yes,No,3,314,7
Green Valley Hospital,28.7,77.3,2023,10,69,47,Dental,Dr Ali,Yes,No,1,145,4
Metro Hospital,28.65,77.25,2024,0,29,22,Cardiology,Dr Lee,Yes,No,3,353,6
Green Valley Hospital,28.7,77.3,2024,16,35,24,Dental,Dr Wong,Yes,No,1,188,4
Metro Hospital,28.65,77.25,2022,23,68,41,Emergency,Dr Khan,Yes,No,0,96,1
City Hospital,28.61,77.2,2024,8,86,61,Emergency,Dr Khan,Yes,No,0,78,1
Green Valley Hospital,28.7,77.3,2022,20,64,37,X-ray,Dr Ray,Yes,No,4,468,3
Metro Hospital,28.65,77.25,2024,0,66,66,Emergency,Dr Khan,No,Yes,0,63,5
City Hospital,28.61,77.2,2022,10,143,66,Emergency,Dr Smith,Yes,No,0,32,0
Metro Hospital,28.65,77.25,2023,0,29,25,Cardiology,Dr Lee,Yes,No,3,348,7
Metro Hospital,28.65,77.25,2023,9,39,27,Orthopedic,Dr Reddy,Yes,No,2,291,5
City Hospital,28.61,77.2,2023,19,161,129,Emergency,Dr Smith,No,Yes,0,62,0
Green Valley Hospital,28.7,77.3,2024,6,14,8,X-ray,Dr Das,Yes,No,4,451,5
City Hospital,28.61,77.2,2024,17,37,24,Cardiology,Dr Gupta,Yes,No,3,363,4
Metro Hospital,28.65,77.25,2023,1,10,7,Orthopedic,Dr Reddy,Yes,No,2,257,7
Metro Hospital,28.65,77.25,2023,12,122,81,Emergency,Dr Smith,Yes,No,0,27,0
City Hospital,28.61,77.2,2023,19,86,77,Cardiology,Dr Gupta,No,Yes,3,395,3
Green Valley Hospital,28.7,77.3,2023,23,41,22,Cardiology,Dr Kim,Yes,No,3,391,5
City Hospital,28.61,77.2,2022,9,43,28,X-ray,Dr Ray,Yes,No,4,430,5
Metro Hospital,28.65,77.25,2024,6,1,4,Dental,Dr Ali,Yes,No,1,111,7
Green Valley Hospital,28.7,77.3,2022,11,147,122,Emergency,Dr Allen,No,Yes,0,82,0
City Hospital,28.61,77.2,2023,6,18,17,X-ray,Dr Ray,Yes,No,4,425,10
Metro Hospital,28.65,77.25,2024,17,47,22,Dental,Dr Singh,Yes,No,1,136,5
